,industry_code,product_code,product_name,item
3952,445110,445110325,Retailing of deli products,PCU445110445110325
3953,445110,445110326,Retailing of frozen food products,PCU445110445110326
3954,445110,445110327,Retailing of alcoholic beverages,PCU445110445110327
3955,445110,445110328,Retailing of all other food and beverage products,PCU445110445110328
3956,445110,44511033,Retailing of nonfood products,PCU44511044511033
3957,445110,445110331,Retailing of cleaning and paper products,PCU445110445110331
3958,445110,445110332,Retailing of health and beauty products,PCU445110445110332
3959,445110,445110333,Retailing of all other nonfood products,PCU445110445110333
3960,445110,445110P,Primary services,PCU445110445110P
3961,4452--,4452--,Specialty food stores,PCU4452--4452--
3962,445200,445200,Specialty food stores,PCU445200445200
3963,445200,4452001,Specialty food store services,PCU4452004452001
3964,445200,445200101,Meat markets,PCU445200445200101
3965,445200,445200102,Fish and seafood markets,PCU445200445200102
3966,445200,445200103,Fruit and vegetable markets,PCU445200445200103
3967,445200,445200104,Other specialty food stores,PCU445200445200104
3968,445200,445200P,Primary services,PCU445200445200P
3969,4453--,4453--,"Beer, wine, and liquor stores",PCU4453--4453--
3970,44531-,44531-,"Beer, wine, and liquor stores",PCU44531-44531-
3971,445310,445310,"Beer, wine, and liquor stores",PCU445310445310
3972,445310,4453101,"Beer, wine, and liquor store services",PCU4453104453101
3973,445310,44531011,"Retailing of beer, wine, and liquor",PCU44531044531011
3974,445310,44531012,Retailng of all other goods and sales of prepared foods,PCU44531044531012
3975,445310,445310P,Primary services,PCU445310445310P
3976,446---,446---,Health and personal care stores,PCU446---446---
3977,4461--,4461--,Health and personal care stores,PCU4461--4461--
3978,44611-,44611-,Pharmacies and drug stores,PCU44611-44611-
3979,446110,446110,Pharmacies and drug stores,PCU446110446110
3980,446110,4461101,Retailing of prescription drugs,PCU4461104461101
3981,446110,4461104,Retailing of over-the-counter drugs and all other goods,PCU4461104461104
3982,446110,44611041,Retailing of over-the-counter drugs,PCU44611044611041
3983,446110,44611042,Retailing of all other goods,PCU44611044611042
3984,446110,446110P,Primary services,PCU446110446110P
3985,44613-,44613-,Optical goods stores,PCU44613-44613-
3986,446130,446130,Optical goods stores,PCU446130446130
3987,446130,4461301,Optical goods store services,PCU4461304461301
3988,446130,446130P,Primary services,PCU446130446130P
3989,446191,446191,Food (health) supplement stores,PCU446191446191
3990,446191,4461911,Food (health) supplement store services,PCU4461914461911
3991,446191,44619111,"Retailing of vitamins, supplements, and related health products",PCU44619144619111
3992,446191,44619112,Retailing of all other goods,PCU44619144619112
3993,446191,446191P,Primary services,PCU446191446191P
3994,447---,447---,Gasoline stations,PCU447---447---
3995,4471--,4471--,Gasoline stations,PCU4471--4471--
3996,44710-,44710-,Gasoline stations,PCU44710-44710-
3997,447100,447100,Gasoline stations,PCU447100447100
3998,447100,4471001,Gasoline station services,PCU4471004471001
3999,447100,44710011,Retailing of automotive fuels and lubricants,PCU44710044710011
4000,447100,44710012,"Retailing of all other goods, sales of prepared foods, and repair services",PCU44710044710012
4001,447100,447100P,Primary products,PCU447100447100P
4002,448---,448---,Clothing and clothing accessories stores,PCU448---448---
4003,4481--,4481--,Clothing stores,PCU4481--4481--
4004,44810-,44810-,Clothing stores,PCU44810-44810-
4005,448100,448100,Clothing stores,PCU448100448100
4006,448100,4481001,Retailing of apparel,PCU4481004481001
4007,448100,44810011,Retailing of men's apparel,PCU44810044810011
4008,448100,44810012,Retailing of women's apparel,PCU44810044810012
4009,448100,44810013,Retailing of children's apparel,PCU44810044810013
4010,448100,4481002,Retailing of all other goods,PCU4481004481002
4011,448100,448100P,Primary services,PCU448100448100P
4012,4482--,4482--,Shoe stores,PCU4482--4482--
4013,44821-,44821-,Shoe stores,PCU44821-44821-
4014,448210,448210,Shoe stores,PCU448210448210
4015,448210,4482101,Shoe store services,PCU4482104482101
4016,448210,448210P,Primary services,PCU448210448210P
4017,4483--,4483--,"Jewelry, luggage and leather goods stores",PCU4483--4483--
4018,44831-,44831-,Jewelry stores,PCU44831-44831-
4019,448310,448310,Jewelry stores,PCU448310448310
4020,448310,4483101,Jewelry store services,PCU4483104483101
4021,448310,448310P,Primary services,PCU448310448310P
4022,448320,448320,Luggage and leather goods stores,PCU448320448320
4023,451---,451---,"Sporting goods, hobby, and book stores",PCU451---451---
4024,4511--,4511--,Sporting goods and hobby stores,PCU4511--4511--
4025,45111-,45111-,Sporting goods stores,PCU45111-45111-
4026,451110,451110,Sporting goods stores,PCU451110451110
4027,451110,4511101,Sporting goods store services,PCU4511104511101
4028,451110,45111011,Retailing of sporting goods,PCU45111045111011
4029,451110,45111012,Retailing of all other goods,PCU45111045111012
4030,451110,451110P,Primary services,PCU451110451110P
4031,45112-,45112-,"Hobby, toy and game stores",PCU45112-45112-
4032,451120,451120,"Hobby, toy, and game stores",PCU451120451120
4033,451120,4511201,"Hobby, toy, and game store services",PCU4511204511201
4034,451120,45112011,"Retailing of hobby and craft goods, toys, and games (including video games)",PCU45112045112011
4035,451120,45112012,Retailing of all other goods,PCU45112045112012
4036,451120,451120P,Primary services,PCU451120451120P
4037,451130,451130,"Sewing, needlework, and piece goods stores",PCU451130451130
4038,4512--,4512--,"Book, periodical and music stores",PCU4512--4512--
4039,45121-,45121-,Book stores and news dealers,PCU45121-45121-
4040,451211,451211,Book stores,PCU451211451211
4041,451211,4512111,Book store services,PCU4512114512111
4042,451211,451211101,Retailing of books,PCU451211451211101
4043,451211,451211102,Retailing of all other goods,PCU451211451211102
4044,451211,451211P,Primary services,PCU451211451211P
4045,452---,452---,General merchandise stores,PCU452---452---
4046,4522--,4522--,Department stores,PCU4522--4522--
4047,45221-,45221-,Department stores,PCU45221-45221-
4048,452210,452210,Department stores,PCU452210452210
4049,452210,4522101,Department store services,PCU4522104522101
4050,452210,452210P,Primary services,PCU452210452210P
4051,4523--,4523--,Other general merchandise stores,PCU4523--4523--
4052,45231-,45231-,Other general merchandise stores,PCU45231-45231-
4053,452310,452310,Other general merchandise stores,PCU452310452310
4054,452310,4523101,Other general merchandise store services,PCU4523104523101
4055,452310,45231011,Warehouse clubs and supercenters,PCU45231045231011
4056,452310,45231012,All other general merchandise stores,PCU45231045231012
4057,452310,452310P,Primary services,PCU452310452310P
4058,453110,453110,Florists,PCU453110453110
4059,4532--,4532--,"Office supplies, stationery and gift stores",PCU4532--4532--
4060,45320-,45320-,"Office supplies, stationery and gift stores",PCU45320-45320-
4061,453200,453200,"Office supplies, stationery, and gift stores",PCU453200453200
4062,453200,4532001,"Office supplies, stationery, and gift store services",PCU4532004532001
4063,453200,453200P,Primary services,PCU453200453200P
4064,453930,453930,Manufactured (mobile) home dealers,PCU453930453930
4065,454---,454---,Nonstore retailers,PCU454---454---
4066,454110,454110,Electronic and mail-order shopping,PCU454110454110
4067,454110,4541101,Electronic and mail-order shopping services,PCU4541104541101
4068,454110,45411011,"Electronic and mail-order drugs, health aids, and cosmetics",PCU45411045411011
4069,454110,45411012,Electronic and mail-order apparel and footwear,PCU45411045411012
4070,454110,45411013,"Electronic and mail-order electronic goods, including appliances",PCU45411045411013
4071,454110,45411014,"Electronic and mail-order home furnishings, hardware, and related goods",PCU45411045411014
4072,454110,45411015,Electronic and mail-order services for all other goods,PCU45411045411015
4073,454110,454110P,Primary services,PCU454110454110P
4074,454210,454210,Vending machine operators,PCU454210454210
4075,45431-,45431-,Fuel dealers,PCU45431-45431-
4076,454310,454310,Fuel dealers,PCU454310454310
4077,454310,4543101,Fuel dealer services,PCU4543104543101
4078,454310,454310P,Primary services,PCU454310454310P
4079,454310,454310SM,Other receipts,PCU454310454310SM
4080,481---,481---,Air transportation,PCU481---481---
4081,4811--,4811--,Scheduled air transportation,PCU4811--4811--
4082,48111-,48111-,Scheduled air transportation,PCU48111-48111-
4083,481111,481111,Scheduled passenger air transportation,PCU481111481111
4084,481111,4811111,Domestic,PCU4811114811111
4085,481111,481111101,"Domestic first class, including business",PCU481111481111101
4086,481111,481111102,Domestic coach,PCU481111481111102
4087,481111,4811112,International,PCU4811114811112
4088,481111,481111201,"International first class, including business",PCU481111481111201
4089,481111,481111202,International coach,PCU481111481111202
4090,481111,481111P,Primary services,PCU481111481111P
4091,481112,481112,Scheduled freight air transportation,PCU481112481112
4092,481112,4811121,Scheduled freight air transportation services,PCU4811124811121
4093,481112,481112101,Domestic scheduled freight air transportation services,PCU481112481112101
4094,481112,481112102,International scheduled freight air transportation services,PCU481112481112102
4095,481112,4811122,Scheduled mail air transportation services,PCU4811124811122
4096,481112,481112P,Primary services,PCU481112481112P
4097,481112,481112SM,Other receipts,PCU481112481112SM
4098,4812--,4812--,Nonscheduled air transportation,PCU4812--4812--
4099,48121-,48121-,Nonscheduled air transportation,PCU48121-48121-
4100,481211,481211,Nonscheduled air passenger chartering,PCU481211481211
4101,481211,4812111,Domestic nonscheduled air passenger services,PCU4812114812111
4102,481211,4812112,International nonscheduled air passenger services,PCU4812114812112
4103,481211,481211P,Primary services,PCU481211481211P
4104,481211,481211SM,Other receipts,PCU481211481211SM
4105,481212,481212,Nonscheduled air freight chartering,PCU481212481212
4106,481212,4812121,Domestic nonscheduled air freight services,PCU4812124812121
4107,481212,4812122,International nonscheduled air freight services,PCU4812124812122
4108,481212,481212P,Primary services,PCU481212481212P
4109,481212,481212SM,Other receipts,PCU481212481212SM
4110,482---,482---,Rail transportation,PCU482---482---
4111,4821--,4821--,Rail transportation,PCU4821--4821--
4112,48211-,48211-,Rail transportation,PCU48211-48211-
4113,482111,482111,Line-haul railroads,PCU482111482111
4114,482111,4821114,Freight rail transportation,PCU4821114821114
4115,482111,482111411,Carload freight rail transportation,PCU482111482111411
4116,482111,482111412,Intermodal freight rail transportation,PCU482111482111412
4117,482111,4821115,Passenger rail transportation,PCU4821114821115
4118,482111,482111506,Coach service class,PCU482111482111506
4119,482111,482111507,All other service classes,PCU482111482111507
4120,482111,482111P,Primary services,PCU482111482111P
4121,483---,483---,Water transportation,PCU483---483---
4122,483111,483111,Deep sea freight transportation,PCU483111483111
4123,483111,4831115,Deep sea freight transportation services,PCU4831114831115
4124,483111,483111P,Primary services,PCU483111483111P
4125,483113,483113,Coastal and Great Lakes freight transport.,PCU483113483113
4126,483113,4831131,Coastal and intercoastal freight transportation,PCU4831134831131
4127,483113,4831132,Great Lakes - St. Lawrence Seaway freight transportation,PCU4831134831132
4128,483113,4831133,Coastal and intercoastal towing transportation,PCU4831134831133
4129,483113,483113P,Primary services,PCU483113483113P
4130,483113,483113SM,Other receipts,PCU483113483113SM
4131,4832--,4832--,Inland water transportation,PCU4832--4832--
4132,48321-,48321-,Inland water transportation,PCU48321-48321-
4133,483211,483211,Inland water freight transportation,PCU483211483211
4134,483211,4832113,Inland water freight transportation services,PCU4832114832113
4135,483211,483211301,Inland waterways freight transportation (except towing),PCU483211483211301
4136,483211,483211302,Inland waterways towing transportation,PCU483211483211302
4137,483211,483211P,Primary services,PCU483211483211P
4138,483211,483211SM,Other receipts,PCU483211483211SM
4139,484---,484---,Truck transportation,PCU484---484---
4140,4841--,4841--,General freight trucking,PCU4841--4841--
4141,48411-,48411-,"General freight trucking, local",PCU48411-48411-
4142,484110,484110,"General freight trucking, local",PCU484110484110
4143,484110,4841101,"General freight trucking services, local",PCU4841104841101
4144,484110,48411015,"General freight trucking, local, truckload",PCU48411048411015
4145,484110,48411016,"General freight trucking, local, less than truckload",PCU48411048411016
4146,484110,484110P,Primary services,PCU484110484110P
4147,484110,484110SM,Other receipts,PCU484110484110SM
4148,48412-,48412-,"General freight trucking, long-distance",PCU48412-48412-
4149,484121,484121,"General freight trucking, long-distance TL",PCU484121484121
4150,484121,4841212,"General freight trucking, long-distance, truckload",PCU4841214841212
